id	label	sublabel	description	x	y	cluster	weight<total count>	score<average pub year>	weight<2010~2012 Peoples R China count>	weight<2010~2012 USA count>	weight<2017~2019 Peoples R China count>	weight<2017~2019 USA count>	score<USA ratio for 2010~2012>	score<USA ratio for 2017~2019>	weight<default>
1116	1116	qtl; quantitative trait loci; linkage analysis; linkage; haplotype inference	<table><tr><td>Micro-level field:</td><td>1116</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>genetic epidemiology; genetics; american journal of human genetics; bmc genetics; human heredity</td></tr><tr><td>Terms:</td><td>qtl; quantitative trait loci; linkage analysis; linkage; haplotype inference</td></tr></table>	-0.7343	-0.1065	2	10524	2007.0381	183	689	94	180	0.790137614678899	0.656934306569343	10
1117	1117	prostate; benign prostatic hyperplasia; holmium laser enucleation; finasteride; alpha reductase	<table><tr><td>Micro-level field:</td><td>1117</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>urology; bju international; journal of urology; european urology; world journal of urology</td></tr><tr><td>Terms:</td><td>prostate; benign prostatic hyperplasia; holmium laser enucleation; finasteride; alpha reductase</td></tr></table>	-0.9237	-0.0745	2	10521	2010.9104	151	330	319	346	0.686070686070686	0.520300751879699	10
1118	1118	risk; case control study; lymphoma; pesticide exposure; occupational exposure	<table><tr><td>Micro-level field:</td><td>1118</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>environmental health perspectives; occupational and environmental medicine; cancer causes & control; environmental research; journal of occupational and environmental medicine</td></tr><tr><td>Terms:</td><td>risk; case control study; lymphoma; pesticide exposure; occupational exposure</td></tr></table>	-0.5733	-0.1791	2	10519	2010.8623	116	551	227	476	0.826086956521739	0.677098150782361	10
1119	1119	dielectric metasurface; continuum; intelligent; bound state; asymmetric transmission	<table><tr><td>Micro-level field:</td><td>1119</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>optics express; conference on lasers and electro-optics; scientific reports; acs photonics; advanced optical materials</td></tr><tr><td>Terms:</td><td>dielectric metasurface; continuum; intelligent; bound state; asymmetric transmission</td></tr></table>	0.9203	-0.3629	3	10507	2017.2006	101	90	1878	779	0.471204188481675	0.293187805796011	10
1120	1120	gap waveguide technology; substrate integrated waveguide; siw; waveguide transition; rotman lens	<table><tr><td>Micro-level field:</td><td>1120</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on antennas and propagation; ieee antennas and propagation society international symposium; microwave and optical technology letters; ieee antennas and wireless propagation letters; asia pacific microwave conference-proceedings</td></tr><tr><td>Terms:</td><td>gap waveguide technology; substrate integrated waveguide; siw; waveguide transition; rotman lens</td></tr></table>	1.0309	-0.0603	5	10504	2014.0817	147	84	668	128	0.363636363636364	0.160804020100503	10
1121	1121	diabetic ketoacidosis; childhood type; latent autoimmune diabetes; diabetes; beta cell	<table><tr><td>Micro-level field:</td><td>1121</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>diabetes; diabetologia; diabetes care; pediatric diabetes; journal of immunology</td></tr><tr><td>Terms:</td><td>diabetic ketoacidosis; childhood type; latent autoimmune diabetes; diabetes; beta cell</td></tr></table>	-0.8436	-0.1746	2	10501	2010.1539	63	584	148	587	0.902627511591963	0.798639455782313	10
1122	1122	isoflavone; soybean; genistein; soy; soy protein	<table><tr><td>Micro-level field:</td><td>1122</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of agricultural and food chemistry; journal of nutrition; food chemistry; british journal of nutrition; nutrition and cancer-an international journal</td></tr><tr><td>Terms:</td><td>isoflavone; soybean; genistein; soy; soy protein</td></tr></table>	-0.6704	-0.3347	2	10500	2010.263	299	382	409	196	0.560939794419971	0.32396694214876	10
1123	1123	piezoelectric energy harvester; vibration energy harvesting; vibration; design; modeling	<table><tr><td>Micro-level field:</td><td>1123</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; smart materials and structures; journal of physics conference series; journal of intelligent material systems and structures; sensors and actuators a-physical</td></tr><tr><td>Terms:</td><td>piezoelectric energy harvester; vibration energy harvesting; vibration; design; modeling</td></tr></table>	0.8091	-0.1003	3	10486	2014.7313	95	257	682	381	0.730113636363636	0.358419567262465	10
1124	1124	jaw; bisphosphonate related osteonecrosis; paget; hypercalcemia; androgen deprivation therapy	<table><tr><td>Micro-level field:</td><td>1124</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>bone; journal of oral and maxillofacial surgery; journal of bone and mineral research; journal of clinical oncology; osteoporosis international</td></tr><tr><td>Terms:</td><td>jaw; bisphosphonate related osteonecrosis; paget; hypercalcemia; androgen deprivation therapy</td></tr></table>	-0.8832	-0.1311	2	10482	2010.8015	82	533	205	305	0.866666666666667	0.598039215686275	10
1125	1125	constraint satisfaction problem; local search; boolean function; sat; sat solver	<table><tr><td>Micro-level field:</td><td>1125</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; proceedings-international conference on tools with artificial intelligence; international symposium on multiple-valued logic; constraints; ieee transactions on computer-aided design of integrated circuits and systems</td></tr><tr><td>Terms:</td><td>constraint satisfaction problem; local search; boolean function; sat; sat solver</td></tr></table>	0.7118	0.5784	5	10455	2009.6473	37	80	72	90	0.683760683760684	0.555555555555556	10
1126	1126	stat3; signal transducer; activator; socs; suppressor	<table><tr><td>Micro-level field:</td><td>1126</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; journal of immunology; plos one; oncogene; biochemical and biophysical research communications</td></tr><tr><td>Terms:</td><td>stat3; signal transducer; activator; socs; suppressor</td></tr></table>	-0.8562	-0.2182	2	10453	2010.8885	262	555	646	441	0.679314565483476	0.405703771849126	10
1127	1127	von hippel lindau disease; hypoxia inducible factor; hif; vhl; alpha	<table><tr><td>Micro-level field:</td><td>1127</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; plos one; biochemical and biophysical research communications; cancer research; scientific reports</td></tr><tr><td>Terms:</td><td>von hippel lindau disease; hypoxia inducible factor; hif; vhl; alpha</td></tr></table>	-0.8431	-0.2127	2	10442	2011.3831	265	543	530	418	0.672029702970297	0.440928270042194	10
1128	1128	cerium oxide nanoparticle; high temperature water gas shift reaction; nanoceria; oxygen storage capacity; co preferential oxidation	<table><tr><td>Micro-level field:</td><td>1128</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of physical chemistry c; applied catalysis b-environmental; catalysis today; applied catalysis a-general; international journal of hydrogen energy</td></tr><tr><td>Terms:</td><td>cerium oxide nanoparticle; high temperature water gas shift reaction; nanoceria; oxygen storage capacity; co preferential oxidation</td></tr></table>	0.5744	-0.558	3	10441	2012.4936	485	248	755	273	0.338335607094134	0.26556420233463	10
1129	1129	boolean function; linear complexity; permutation polynomial; self dual code; cyclic code	<table><tr><td>Micro-level field:</td><td>1129</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>designs codes and cryptography; ieee transactions on information theory; finite fields and their applications; discrete mathematics; lecture notes in computer science</td></tr><tr><td>Terms:</td><td>boolean function; linear complexity; permutation polynomial; self dual code; cyclic code</td></tr></table>	0.9321	0.476	5	10431	2010.9196	316	173	670	200	0.353783231083845	0.229885057471264	10
1130	1130	alpha; hydrogen; beta; titanium matrix composite; metastable beta titanium alloy	<table><tr><td>Micro-level field:</td><td>1130</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>materials science and engineering a-structural materials properties microstructure and processing; journal of alloys and compounds; rare metal materials and engineering; materials science forum; metallurgical and materials transactions a-physical metallurgy and materials science</td></tr><tr><td>Terms:</td><td>alpha; hydrogen; beta; titanium matrix composite; metastable beta titanium alloy</td></tr></table>	0.7803	-0.4026	3	10431	2012.7261	419	128	1025	210	0.23400365630713	0.17004048582996	10
1131	1131	organ donation; brain death; attitude; tissue donation; hypothermic machine perfusion	<table><tr><td>Micro-level field:</td><td>1131</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>transplantation proceedings; transplantation; american journal of transplantation; clinical transplantation; transplant international</td></tr><tr><td>Terms:</td><td>organ donation; brain death; attitude; tissue donation; hypothermic machine perfusion</td></tr></table>	-0.9317	-0.0636	2	10431	2011.809	38	472	103	509	0.925490196078431	0.831699346405229	10
1132	1132	p2p network; overlay network; p2p system; dht; p2p	<table><tr><td>Micro-level field:</td><td>1132</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee infocom; peer-to-peer networking and applications; computer networks; ieee international conference on communications</td></tr><tr><td>Terms:</td><td>p2p network; overlay network; p2p system; dht; p2p</td></tr></table>	0.7484	0.5982	5	10429	2009.5215	184	174	67	28	0.486033519553073	0.294736842105263	10
1133	1133	moisture absorption; rc beams strengthened; basalt fiber; frp plate; epoxy resin	<table><tr><td>Micro-level field:</td><td>1133</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of composites for construction; composite structures; construction and building materials; composites part b-engineering; engineering structures</td></tr><tr><td>Terms:</td><td>moisture absorption; rc beams strengthened; basalt fiber; frp plate; epoxy resin</td></tr></table>	0.7359	-0.1805	3	10424	2012.3643	153	196	621	322	0.561604584527221	0.341463414634146	10
1134	1134	ischemic preconditioning; mitochondrial k atp channel; cardioprotection; ischemic tolerance	<table><tr><td>Micro-level field:</td><td>1134</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>american journal of physiology-heart and circulatory physiology; cardiovascular research; basic research in cardiology; journal of molecular and cellular cardiology; anesthesiology</td></tr><tr><td>Terms:</td><td>ischemic preconditioning; mitochondrial k atp channel; cardioprotection; ischemic tolerance</td></tr></table>	-0.8219	-0.1451	2	10397	2010.7003	326	372	622	251	0.532951289398281	0.287514318442153	10
1135	1135	quadrotor; helicopter; quadrotor unmanned aerial vehicle; autonomous landing; twin rotor mimo system	<table><tr><td>Micro-level field:</td><td>1135</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>international conference on unmanned aircraft systems; ieee international conference on robotics and automation icra; journal of intelligent & robotic systems; ieee international conference on intelligent robots and systems; proceedings of the american control conference</td></tr><tr><td>Terms:</td><td>quadrotor; helicopter; quadrotor unmanned aerial vehicle; autonomous landing; twin rotor mimo system</td></tr></table>	0.7706	0.3389	5	10365	2014.9344	42	89	427	196	0.679389312977099	0.314606741573034	10
1136	1136	efficient oxygen reduction reaction; rechargeable zn air battery; fe n c catalyst; efficient metal free electrocatalyst; fe n	<table><tr><td>Micro-level field:</td><td>1136</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of materials chemistry a; electrochimica acta; journal of power sources; international journal of hydrogen energy; acs applied materials & interfaces</td></tr><tr><td>Terms:</td><td>efficient oxygen reduction reaction; rechargeable zn air battery; fe n c catalyst; efficient metal free electrocatalyst; fe n</td></tr></table>	0.6017	-0.5594	3	10329	2016.6781	167	137	2952	588	0.450657894736842	0.166101694915254	10
1137	1137	digital dermatitis; footrot; passive transfer; dichelobacter nodosus; lameness	<table><tr><td>Micro-level field:</td><td>1137</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of dairy science; applied animal behaviour science; animal welfare; journal of animal science; animals</td></tr><tr><td>Terms:</td><td>digital dermatitis; footrot; passive transfer; dichelobacter nodosus; lameness</td></tr></table>	-0.5736	-0.1448	4	10323	2012.0661	16	219	59	406	0.931914893617021	0.873118279569893	10
1138	1138	reinforcement; adaptive dynamic programming; nonlinear system; pomdp; neural network	<table><tr><td>Micro-level field:</td><td>1138</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; advances in neural information processing systems; ieee international joint conference on neural networks (ijcnn); ieee conference on decision and control; proceedings of the american control conference</td></tr><tr><td>Terms:</td><td>reinforcement; adaptive dynamic programming; nonlinear system; pomdp; neural network</td></tr></table>	0.6953	0.4638	5	10307	2012.7723	61	128	437	245	0.677248677248677	0.359237536656892	10
1139	1139	hadoop; spark; stream processing; hbase; apache spark	<table><tr><td>Micro-level field:</td><td>1139</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee international conference on data engineering; proceedings of the vldb endowment; ieee international conference on big data; future generation computer systems-the international journal of escience</td></tr><tr><td>Terms:</td><td>hadoop; spark; stream processing; hbase; apache spark</td></tr></table>	0.7024	0.5924	5	10296	2014.3474	43	89	302	292	0.674242424242424	0.491582491582492	10
1140	1140	metastatic colorectal cancer; peripheral neuropathy; first line treatment; cetuximab; regorafenib	<table><tr><td>Micro-level field:</td><td>1140</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of clinical oncology; annals of oncology; clinical colorectal cancer; british journal of cancer; anticancer research</td></tr><tr><td>Terms:</td><td>metastatic colorectal cancer; peripheral neuropathy; first line treatment; cetuximab; regorafenib</td></tr></table>	-0.9269	-0.1842	2	10287	2013.376	85	422	416	596	0.832347140039448	0.588932806324111	10
1141	1141	raindrop size distribution; gpm; rainfall estimation; precipitation product; weather radar	<table><tr><td>Micro-level field:</td><td>1141</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>ieee international symposium on geoscience and remote sensing igarss; journal of atmospheric and oceanic technology; journal of hydrometeorology; journal of hydrology; ieee transactions on geoscience and remote sensing</td></tr><tr><td>Terms:</td><td>raindrop size distribution; gpm; rainfall estimation; precipitation product; weather radar</td></tr></table>	0.3181	0.0262	4	10280	2011.8302	76	403	447	628	0.84133611691023	0.584186046511628	10
1142	1142	thin film equation; inclined plane; thin liquid film; solid state dewetting; contact line	<table><tr><td>Micro-level field:</td><td>1142</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>langmuir; aip advances; journal of fluid mechanics; physical review e; journal of colloid and interface science</td></tr><tr><td>Terms:</td><td>thin film equation; inclined plane; thin liquid film; solid state dewetting; contact line</td></tr></table>	0.6264	-0.3988	3	10279	2011.5792	152	366	336	403	0.706563706563707	0.54533152909337	10
1143	1143	galactose oxidase; photophysic; valence tautomerism; arylazo; terpyridine	<table><tr><td>Micro-level field:</td><td>1143</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>inorganic chemistry; dalton transactions; inorganica chimica acta; polyhedron; european journal of inorganic chemistry</td></tr><tr><td>Terms:</td><td>galactose oxidase; photophysic; valence tautomerism; arylazo; terpyridine</td></tr></table>	0.271	-0.6646	3	10276	2009.4689	207	285	140	231	0.579268292682927	0.622641509433962	10
1144	1144	shear thickening fluid; colloid polymer mixture; glass transition; shear; colloidal gel	<table><tr><td>Micro-level field:</td><td>1144</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review e; journal of chemical physics; soft matter; physical review letters; langmuir</td></tr><tr><td>Terms:</td><td>shear thickening fluid; colloid polymer mixture; glass transition; shear; colloidal gel</td></tr></table>	0.5516	-0.433	3	10275	2010.5505	70	426	192	443	0.858870967741936	0.697637795275591	10
1145	1145	rough set; attribute reduction; way decision; dominance; granular computing	<table><tr><td>Micro-level field:</td><td>1145</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; information sciences; fundamenta informaticae; international journal of approximate reasoning; knowledge-based systems</td></tr><tr><td>Terms:</td><td>rough set; attribute reduction; way decision; dominance; granular computing</td></tr></table>	0.5989	0.5657	5	10275	2011.114	280	27	644	30	0.0879478827361564	0.0445103857566766	10
1146	1146	helium; neutron irradiation; radiation damage; dpa; neutron	<table><tr><td>Micro-level field:</td><td>1146</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of nuclear materials; nuclear instruments & methods in physics research section b-beam interactions with materials and atoms; fusion engineering and design; acta materialia; physical review b</td></tr><tr><td>Terms:</td><td>helium; neutron irradiation; radiation damage; dpa; neutron</td></tr></table>	0.7952	-0.4188	3	10264	2011.2325	207	296	560	490	0.588469184890656	0.466666666666667	10
1147	1147	isolation; bond graph; interval observer; fault diagnosis; actuator fault detection	<table><tr><td>Micro-level field:</td><td>1147</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of the american control conference; ieee conference on decision and control; automatica; chinese control conference; ifac papersonline</td></tr><tr><td>Terms:</td><td>isolation; bond graph; interval observer; fault diagnosis; actuator fault detection</td></tr></table>	0.8291	0.2833	5	10227	2011.7799	164	80	476	129	0.327868852459016	0.213223140495868	10
1148	1148	muonium; vacancy; ultra shallow junction; oxygen precipitation; self interstitial	<table><tr><td>Micro-level field:</td><td>1148</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of applied physics; physica b-condensed matter; nuclear instruments & methods in physics research section b-beam interactions with materials and atoms; applied physics letters; physical review b</td></tr><tr><td>Terms:</td><td>muonium; vacancy; ultra shallow junction; oxygen precipitation; self interstitial</td></tr></table>	0.8174	-0.4997	3	10226	2007.47	55	140	81	76	0.717948717948718	0.484076433121019	10
1149	1149	nocturnal enuresis; vesicoureteral reflux; enuresis; ureteropelvic junction obstruction; posterior urethral valf	<table><tr><td>Micro-level field:</td><td>1149</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of urology; journal of pediatric urology; urology; pediatric nephrology; journal of endourology</td></tr><tr><td>Terms:</td><td>nocturnal enuresis; vesicoureteral reflux; enuresis; ureteropelvic junction obstruction; posterior urethral valf</td></tr></table>	-0.9506	-0.0497	2	10201	2010.236	56	388	110	382	0.873873873873874	0.776422764227642	10
1150	1150	willingness; discrete choice experiment; value; preference; case	<table><tr><td>Micro-level field:</td><td>1150</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>ecological economics; environmental & resource economics; land economics; journal of environmental management; american journal of agricultural economics</td></tr><tr><td>Terms:</td><td>willingness; discrete choice experiment; value; preference; case</td></tr></table>	-0.0435	0.5302	1	10195	2011.8505	36	459	183	630	0.927272727272727	0.774907749077491	10
1151	1151	protein crystallization; macromolecular crystallography; radiation damage; dihydrodipicolinate synthase; x ray free electron laser	<table><tr><td>Micro-level field:</td><td>1151</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>acta crystallographica section d-structural biology; acta crystallographica section f-structural biology communications; journal of applied crystallography; biochemistry; crystal growth & design</td></tr><tr><td>Terms:</td><td>protein crystallization; macromolecular crystallography; radiation damage; dihydrodipicolinate synthase; x ray free electron laser</td></tr></table>	-0.5176	-0.3166	2	10181	2010.4613	92	531	162	489	0.852327447833066	0.751152073732719	10
1152	1152	chloramination; trihalomethane; water distribution system; haloacetic acid; n nitrosamine	<table><tr><td>Micro-level field:</td><td>1152</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>water research; environmental science & technology; journal american water works association; chemosphere; science of the total environment</td></tr><tr><td>Terms:</td><td>chloramination; trihalomethane; water distribution system; haloacetic acid; n nitrosamine</td></tr></table>	0.0194	-0.3326	4	10171	2011.7809	225	422	612	599	0.652241112828439	0.494632535094963	10
1153	1153	tank; vessel; power consumption; impeller; agitated vessel	<table><tr><td>Micro-level field:</td><td>1153</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>chemical engineering science; chemical engineering research & design; industrial & engineering chemistry research; crystal growth & design; chemical engineering & technology</td></tr><tr><td>Terms:</td><td>tank; vessel; power consumption; impeller; agitated vessel</td></tr></table>	0.4267	-0.4236	3	10169	2010.5349	130	158	366	178	0.548611111111111	0.327205882352941	10
1154	1154	lasso; gaussian graphical model; adaptive lasso; sparse principal component analysis; ridge regression	<table><tr><td>Micro-level field:</td><td>1154</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>communications in statistics-theory and methods; annals of statistics; journal of the american statistical association; journal of multivariate analysis; computational statistics & data analysis</td></tr><tr><td>Terms:</td><td>lasso; gaussian graphical model; adaptive lasso; sparse principal component analysis; ridge regression</td></tr></table>	0.4684	0.4188	5	10160	2014.142	129	552	552	1033	0.81057268722467	0.651735015772871	10
1155	1155	familial mediterranean fever; nlrp3; inflammasome activation; nlrp3 inflammasome; periodic syndrome	<table><tr><td>Micro-level field:</td><td>1155</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of immunology; clinical and experimental rheumatology; frontiers in immunology; plos one; journal of biological chemistry</td></tr><tr><td>Terms:</td><td>familial mediterranean fever; nlrp3; inflammasome activation; nlrp3 inflammasome; periodic syndrome</td></tr></table>	-0.8306	-0.1945	2	10148	2014.4088	32	437	994	757	0.931769722814499	0.432324386065106	10
1156	1156	magnaporthe oryzae; aspergillus oryzae; neurospora; secondary metabolism; trichoderma	<table><tr><td>Micro-level field:</td><td>1156</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>fungal genetics and biology; molecular microbiology; eukaryotic cell; plos one; current genetics</td></tr><tr><td>Terms:</td><td>magnaporthe oryzae; aspergillus oryzae; neurospora; secondary metabolism; trichoderma</td></tr></table>	-0.4147	-0.3224	4	10146	2011.5981	181	379	721	439	0.676785714285714	0.378448275862069	10
1157	1157	paroxysmal nocturnal hemoglobinuria; complement; mannose binding lectin; complement activation; eculizumab	<table><tr><td>Micro-level field:</td><td>1157</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of immunology; molecular immunology; journal of biological chemistry; frontiers in immunology; plos one</td></tr><tr><td>Terms:</td><td>paroxysmal nocturnal hemoglobinuria; complement; mannose binding lectin; complement activation; eculizumab</td></tr></table>	-0.8505	-0.1599	2	10145	2010.4857	143	472	304	390	0.767479674796748	0.561959654178674	10
1158	1158	uranium; uranyl; plutonium; uo2; laser	<table><tr><td>Micro-level field:</td><td>1158</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of radioanalytical and nuclear chemistry; environmental science & technology; radiochimica acta; journal of colloid and interface science; geochimica et cosmochimica acta</td></tr><tr><td>Terms:</td><td>uranium; uranyl; plutonium; uo2; laser</td></tr></table>	0.3297	-0.4742	3	10144	2011.5253	230	397	885	398	0.63317384370016	0.310210444271239	10
1159	1159	rho kinase; fasudil; rhob; iqgap1; pak	<table><tr><td>Micro-level field:</td><td>1159</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; plos one; biochemical and biophysical research communications; oncogene; journal of cell science</td></tr><tr><td>Terms:</td><td>rho kinase; fasudil; rhob; iqgap1; pak</td></tr></table>	-0.8362	-0.2009	2	10130	2010.2731	264	589	518	379	0.690504103165299	0.422519509476031	10
1160	1160	molecularly imprinted polymer; polymer; selective recognition; mip; ion	<table><tr><td>Micro-level field:</td><td>1160</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>analytica chimica acta; biosensors & bioelectronics; journal of chromatography a; talanta; sensors and actuators b-chemical</td></tr><tr><td>Terms:</td><td>molecularly imprinted polymer; polymer; selective recognition; mip; ion</td></tr></table>	0.1011	-0.5128	3	10122	2012.8928	718	96	1129	107	0.117936117936118	0.0865695792880259	10
1161	1161	capacitive micromachined ultrasonic transducer; cmut; medical ultrasound imaging; synthetic aperture; composite	<table><tr><td>Micro-level field:</td><td>1161</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee international ultrasonics symposium; ieee transactions on ultrasonics ferroelectrics and frequency control; ultrasonics symposium; proceedings of spie; ultrasound in medicine and biology</td></tr><tr><td>Terms:</td><td>capacitive micromachined ultrasonic transducer; cmut; medical ultrasound imaging; synthetic aperture; composite</td></tr></table>	0.2825	-0.1067	3	10122	2010.8648	56	219	204	239	0.796363636363636	0.539503386004515	10
1162	1162	unconstrained optimization; interior point method; absolute value equation; newton method; global convergence	<table><tr><td>Micro-level field:</td><td>1162</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>siam journal on optimization; journal of optimization theory and applications; computational optimization and applications; mathematical programming; optimization methods & software</td></tr><tr><td>Terms:</td><td>unconstrained optimization; interior point method; absolute value equation; newton method; global convergence</td></tr></table>	0.8335	0.3404	5	10117	2011.0487	519	190	420	226	0.267983074753174	0.34984520123839	10
1163	1163	nanotechnology; precautionary principle; nuclear power; responsible research; responsible innovation	<table><tr><td>Micro-level field:</td><td>1163</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>public understanding of science; journal of risk research; risk analysis; science communication; health risk & society</td></tr><tr><td>Terms:</td><td>nanotechnology; precautionary principle; nuclear power; responsible research; responsible innovation</td></tr></table>	-0.1388	0.6817	1	10110	2011.2616	23	387	109	455	0.94390243902439	0.806737588652482	10
1164	1164	pigment; glass; painting; raman spectroscopy; raman	<table><tr><td>Micro-level field:</td><td>1164</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of cultural heritage; journal of raman spectroscopy; archaeometry; studies in conservation; microchemical journal</td></tr><tr><td>Terms:</td><td>pigment; glass; painting; raman spectroscopy; raman</td></tr></table>	0.3599	-0.2684	3	10103	2012.0357	90	150	187	237	0.625	0.558962264150943	10
1165	1165	bullwhip effect; supply chain integration; firm performance; resilience; agility	<table><tr><td>Micro-level field:</td><td>1165</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>international journal of production economics; international journal of production research; supply chain management-an international journal; international journal of operations & production management; production planning & control</td></tr><tr><td>Terms:</td><td>bullwhip effect; supply chain integration; firm performance; resilience; agility</td></tr></table>	0.353	0.6544	5	10093	2011.7936	85	292	234	279	0.774535809018568	0.543859649122807	10
1166	1166	discrete event system; flexible manufacturing system; supervisory control; diagnosability; petri net model	<table><tr><td>Micro-level field:</td><td>1166</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee conference on decision and control; ieee international conference on systems man and cybernetics conference proceedings; ieee transactions on automatic control; proceedings of the american control conference</td></tr><tr><td>Terms:</td><td>discrete event system; flexible manufacturing system; supervisory control; diagnosability; petri net model</td></tr></table>	0.6583	0.5782	5	10092	2009.8916	128	129	305	111	0.501945525291829	0.266826923076923	10
