id	label	sublabel	description	x	y	cluster	weight<total count>	score<average pub year>	weight<2010~2012 Peoples R China count>	weight<2017~2019 Peoples R China count>	weight<2010~2012 USA count>	weight<2017~2019 USA count>	score<USA ratio for 2010~2012>	score<USA ratio for 2017~2019>	weight<default>	weight<Top10 2010~2012 Peoples R China count>	weight<Top10 2017~2019 Peoples R China count>	weight<Top10 2010~2012 USA count>	weight<Top10 2017~2019 USA count>	score<Top10 USA ratio for 2010~2012>	score<Top10 USA ratio for 2017~2019>	weight<Top1 2010~2012 Peoples R China count>	weight<Top1 2017~2019 Peoples R China count>	weight<Top1 2010~2012 USA count>	weight<Top1 2017~2019 USA count>	score<Top1 USA ratio for 2010~2012>	score<Top1 USA ratio for 2017~2019>
208	208	chronotype; sleep duration; cognitive behavioral therapy; shift work; chronic insomnia	<table><tr><td>Micro-level field:</td><td>208</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>sleep; sleep medicine; chronobiology international; journal of sleep research; journal of clinical sleep medicine</td></tr><tr><td>Terms:</td><td>chronotype; sleep duration; cognitive behavioral therapy; shift work; chronic insomnia</td></tr></table>	-0.6618	0.2544	2	21887	2013.3505	85	547	1169	2171	0.932216905901116	0.798749080206034	10	13	55	319	330	0.960843373493976	0.857142857142857	0	2	50	34	1	0.944444444444444
209	209	immune checkpoint inhibitor; nivolumab; pembrolizumab; pd l1 expression; ipilimumab	<table><tr><td>Micro-level field:</td><td>209</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>oncoimmunology; clinical cancer research; journal for immunotherapy of cancer; cancer immunology immunotherapy; frontiers in immunology</td></tr><tr><td>Terms:</td><td>immune checkpoint inhibitor; nivolumab; pembrolizumab; pd l1 expression; ipilimumab</td></tr></table>	-0.8857	-0.2112	2	21886	2017.2539	107	1971	473	3791	0.81551724137931	0.657931273863242	10	23	562	220	1768	0.905349794238683	0.758798283261803	1	90	60	513	0.983606557377049	0.850746268656716
210	210	ambient air pollution; hospital admission; long term exposure; lung function; air pollution exposure	<table><tr><td>Micro-level field:</td><td>210</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>atmospheric environment; environmental health perspectives; science of the total environment; environmental research; environment international</td></tr><tr><td>Terms:</td><td>ambient air pollution; hospital admission; long term exposure; lung function; air pollution exposure</td></tr></table>	-0.0258	0.0539	2	21878	2013.1598	190	1680	1103	2003	0.853054911059551	0.543850122183003	10	44	399	244	510	0.847222222222222	0.561056105610561	5	37	26	68	0.838709677419355	0.647619047619048
211	211	iowa gambling task; negativity; orbitofrontal cortex; response inhibition; performance monitoring	<table><tr><td>Micro-level field:</td><td>211</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>journal of neuroscience; neuroimage; plos one; psychophysiology; neuropsychologia</td></tr><tr><td>Terms:</td><td>iowa gambling task; negativity; orbitofrontal cortex; response inhibition; performance monitoring</td></tr></table>	-0.3947	0.5572	2	21769	2012.0866	115	397	1393	1661	0.923740053050398	0.80709426627794	10	6	25	367	272	0.983914209115282	0.915824915824916	0	3	42	25	1	0.892857142857143
212	212	length weight relationship; artificial reef; larvae; otolith; fish assemblage	<table><tr><td>Micro-level field:</td><td>212</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of applied ichthyology; marine ecology progress series; journal of fish biology; fisheries research; ices journal of marine science</td></tr><tr><td>Terms:</td><td>length weight relationship; artificial reef; larvae; otolith; fish assemblage</td></tr></table>	-0.1861	-0.1362	4	21760	2010.8272	58	213	745	832	0.927770859277709	0.796172248803828	10	1	1	64	53	0.984615384615385	0.981481481481481	0	0	7	4	1	1
213	213	elliptic flow; au collision; alice; relativistic heavy ion collision; quark gluon plasma	<table><tr><td>Micro-level field:</td><td>213</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review c; nuclear physics a; physical review d; journal of physics g-nuclear and particle physics; journal of physics conference series</td></tr><tr><td>Terms:</td><td>elliptic flow; au collision; alice; relativistic heavy ion collision; quark gluon plasma</td></tr></table>	1.2549	-0.2652	3	21728	2010.8074	476	764	976	992	0.672176308539945	0.564920273348519	10	116	150	295	246	0.717761557177616	0.621212121212121	26	19	58	19	0.690476190476191	0.5
214	214	gill; cadmium; metallothionein; oreochromis niloticus; zinc	<table><tr><td>Micro-level field:</td><td>214</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>environmental toxicology and chemistry; ecotoxicology and environmental safety; aquatic toxicology; chemosphere; bulletin of environmental contamination and toxicology</td></tr><tr><td>Terms:</td><td>gill; cadmium; metallothionein; oreochromis niloticus; zinc</td></tr></table>	-0.182	-0.2143	4	21719	2010.5337	268	425	385	310	0.5895865237366	0.421768707482993	10	25	50	22	13	0.468085106382979	0.206349206349206	3	3	0	2	0	0.4
215	215	semantic dementia; aphasia; primary progressive aphasia; stroke; n400	<table><tr><td>Micro-level field:</td><td>215</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>aphasiology; brain and language; neuropsychologia; neuroimage; frontiers in psychology</td></tr><tr><td>Terms:</td><td>semantic dementia; aphasia; primary progressive aphasia; stroke; n400</td></tr></table>	-0.3425	0.6324	1	21687	2011.5285	197	402	1112	1279	0.849503437738732	0.760856632956573	10	12	25	180	149	0.9375	0.85632183908046	2	2	20	11	0.909090909090909	0.846153846153846
216	216	effect; ochratoxin; mycotoxin; aflatoxin; deoxynivalenol	<table><tr><td>Micro-level field:</td><td>216</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>toxins; food control; food additives and contaminants part a-chemistry analysis control exposure & risk assessment; international journal of food microbiology; world mycotoxin journal</td></tr><tr><td>Terms:</td><td>effect; ochratoxin; mycotoxin; aflatoxin; deoxynivalenol</td></tr></table>	-0.411	-0.3254	4	21648	2011.8969	322	1073	470	602	0.593434343434343	0.359402985074627	10	33	153	75	93	0.694444444444445	0.378048780487805	0	7	6	6	1	0.461538461538462
217	217	scale free network; epidemic; cascading failure; failure; interdependent network	<table><tr><td>Micro-level field:</td><td>217</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review e; physica a-statistical mechanics and its applications; lecture notes in computer science; scientific reports; plos one</td></tr><tr><td>Terms:</td><td>scale free network; epidemic; cascading failure; failure; interdependent network</td></tr></table>	0.5212	0.5304	5	21586	2012.953	688	1775	510	737	0.425709515859766	0.293391719745223	10	68	157	125	84	0.647668393782383	0.348547717842324	9	18	23	6	0.71875	0.25
218	218	medullary thyroid carcinoma; braf; v600e; thyroid nodule; malignancy	<table><tr><td>Micro-level field:</td><td>218</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>thyroid; journal of clinical endocrinology & metabolism; world journal of surgery; clinical endocrinology; surgery</td></tr><tr><td>Terms:</td><td>medullary thyroid carcinoma; braf; v600e; thyroid nodule; malignancy</td></tr></table>	-0.9519	-0.1537	2	21573	2012.3411	137	1021	814	998	0.855941114616194	0.494304110946013	10	15	77	151	199	0.909638554216867	0.721014492753623	1	6	27	19	0.964285714285714	0.76
219	219	fatigue; body image; cancer survivor; cancer recurrence; depression scale	<table><tr><td>Micro-level field:</td><td>219</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>psycho-oncology; supportive care in cancer; quality of life research; european journal of cancer care; cancer nursing</td></tr><tr><td>Terms:</td><td>fatigue; body image; cancer survivor; cancer recurrence; depression scale</td></tr></table>	-0.7853	0.1797	2	21532	2012.4261	94	333	1049	1505	0.917760279965004	0.818824809575626	10	10	23	172	162	0.945054945054945	0.875675675675676	0	0	15	11	1	1
220	220	retinal ganglion cell; retinal nerve fiber layer thickness; normal tension glaucoma; optic nerve head; laser polarimetry	<table><tr><td>Micro-level field:</td><td>220</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>investigative ophthalmology & visual science; journal of glaucoma; ophthalmology; american journal of ophthalmology; british journal of ophthalmology</td></tr><tr><td>Terms:</td><td>retinal ganglion cell; retinal nerve fiber layer thickness; normal tension glaucoma; optic nerve head; laser polarimetry</td></tr></table>	-0.8194	-0.0898	2	21495	2011.2155	262	490	1104	1116	0.808199121522694	0.694894146948942	10	35	45	226	204	0.865900383141763	0.819277108433735	2	2	18	25	0.9	0.925925925925926
221	221	analyst; psychoanalysis; freud; countertransference; dream	<table><tr><td>Micro-level field:</td><td>221</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>international journal of psychoanalysis; psychoanalytic dialogues; psychotherapy research; journal of the american psychoanalytic association; psyche-zeitschrift fur psychoanalyse und ihre anwendungen</td></tr><tr><td>Terms:</td><td>analyst; psychoanalysis; freud; countertransference; dream</td></tr></table>	-0.4397	0.6305	1	21485	2009.9502	14	20	1597	1512	0.99130974549969	0.986945169712794	10	0	0	132	95	1	1	0	0	16	18	1	1
222	222	methylcyclopropene; mcp; ethylene; modified atmosphere packaging; shelf life	<table><tr><td>Micro-level field:</td><td>222</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>acta horticulturae; postharvest biology and technology; scientia horticulturae; food chemistry; journal of the science of food and agriculture</td></tr><tr><td>Terms:</td><td>methylcyclopropene; mcp; ethylene; modified atmosphere packaging; shelf life</td></tr></table>	-0.3577	-0.3257	4	21469	2011.066	421	961	327	312	0.43716577540107	0.24509033778476	10	93	218	55	44	0.371621621621622	0.16793893129771	5	16	6	4	0.545454545454545	0.2
223	223	advanced pancreatic cancer; distal pancreatectomy; pancreatic ductal adenocarcinoma; solid pseudopapillary tumor	<table><tr><td>Micro-level field:</td><td>223</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>pancreas; journal of gastrointestinal surgery; pancreatology; hepato-gastroenterology; hpb</td></tr><tr><td>Terms:</td><td>advanced pancreatic cancer; distal pancreatectomy; pancreatic ductal adenocarcinoma; solid pseudopapillary tumor</td></tr></table>	-0.936	-0.1638	2	21460	2012.6062	192	746	975	1411	0.83547557840617	0.654149281409365	10	19	40	226	282	0.922448979591837	0.875776397515528	3	3	49	54	0.942307692307692	0.947368421052632
224	224	medicaid expansion; health insurance; affordable care act; adverse selection; pay	<table><tr><td>Micro-level field:</td><td>224</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>health affairs; health services research; health policy; medical care; journal of health economics</td></tr><tr><td>Terms:</td><td>medicaid expansion; health insurance; affordable care act; adverse selection; pay</td></tr></table>	-0.6035	0.459	2	21458	2010.576	25	97	1586	2255	0.984481688392303	0.958758503401361	10	0	0	135	245	1	1	0	0	9	24	1	1
225	225	warfarin; direct oral anticoagulant; dabigatran; rivaroxaban; stroke prevention	<table><tr><td>Micro-level field:</td><td>225</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>international journal of cardiology; thrombosis research; american journal of cardiology; thrombosis and haemostasis; journal of thrombosis and thrombolysis</td></tr><tr><td>Terms:</td><td>warfarin; direct oral anticoagulant; dabigatran; rivaroxaban; stroke prevention</td></tr></table>	-0.9121	0.0079	2	21445	2013.9683	50	417	818	1725	0.942396313364055	0.805322128851541	10	10	40	197	281	0.951690821256039	0.875389408099689	4	9	49	39	0.924528301886792	0.8125
226	226	self care; chronic heart failure; carvedilol; anemia; beta blocker	<table><tr><td>Micro-level field:</td><td>226</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>european journal of heart failure; international journal of cardiology; journal of cardiac failure; journal of the american college of cardiology; american journal of cardiology</td></tr><tr><td>Terms:</td><td>self care; chronic heart failure; carvedilol; anemia; beta blocker</td></tr></table>	-0.8947	-0.0028	2	21420	2012.0982	59	267	1050	1624	0.946798917944094	0.858804865150714	10	4	22	207	305	0.981042654028436	0.932721712538226	0	3	25	40	1	0.930232558139535
227	227	professional learning community; preservice teacher; critical literacy; teacher educator; teacher self efficacy	<table><tr><td>Micro-level field:</td><td>227</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>teaching and teacher education; procedia social and behavioral sciences; teachers college record; journal of teacher education; journal of adolescent & adult literacy</td></tr><tr><td>Terms:</td><td>professional learning community; preservice teacher; critical literacy; teacher educator; teacher self efficacy</td></tr></table>	-0.2016	0.7947	1	21418	2012.5963	90	241	1417	1951	0.940278699402787	0.890054744525548	10	13	22	196	225	0.937799043062201	0.910931174089069	0	1	22	17	1	0.944444444444444
228	228	tornado; ensemble kalman filter; atmospheric river; supercell; enkf	<table><tr><td>Micro-level field:</td><td>228</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>monthly weather review; quarterly journal of the royal meteorological society; weather and forecasting; journal of the atmospheric sciences; atmospheric research</td></tr><tr><td>Terms:</td><td>tornado; ensemble kalman filter; atmospheric river; supercell; enkf</td></tr></table>	0.3266	0.0225	4	21411	2011.3817	313	640	1161	1606	0.787652645861601	0.715048975957257	10	10	27	122	145	0.924242424242424	0.843023255813954	0	1	15	16	1	0.941176470588235
229	229	tourism; tourism development; sustainable tourism; destination; tourism industry	<table><tr><td>Micro-level field:</td><td>229</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>tourism management; annals of tourism research; current issues in tourism; sustainability; journal of sustainable tourism</td></tr><tr><td>Terms:</td><td>tourism; tourism development; sustainable tourism; destination; tourism industry</td></tr></table>	-0.067	0.7459	1	21305	2014.2275	235	950	505	787	0.682432432432433	0.45308002302821	10	42	146	88	135	0.676923076923077	0.480427046263345	0	16	7	8	1	0.333333333333333
230	230	signature scheme; random oracle; searchable encryption; keyword search; lattice	<table><tr><td>Micro-level field:</td><td>230</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee access; ieice transactions on fundamentals of electronics communications and computer sciences; security and communication networks; information sciences</td></tr><tr><td>Terms:</td><td>signature scheme; random oracle; searchable encryption; keyword search; lattice</td></tr></table>	0.7461	0.5879	5	21297	2012.7518	306	1310	148	376	0.325991189427313	0.223013048635824	10	23	173	26	70	0.530612244897959	0.288065843621399	1	18	4	8	0.8	0.307692307692308
231	231	photodynamic therapy; aminolevulinic acid; treatment; hypericin; pdt	<table><tr><td>Micro-level field:</td><td>231</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>proceedings of spie; photodiagnosis and photodynamic therapy; journal of porphyrins and phthalocyanines; photochemistry and photobiology; journal of photochemistry and photobiology b-biology</td></tr><tr><td>Terms:</td><td>photodynamic therapy; aminolevulinic acid; treatment; hypericin; pdt</td></tr></table>	-0.017	-0.5146	3	21294	2010.775	449	528	438	376	0.49379932356257	0.415929203539823	10	26	37	62	52	0.704545454545455	0.584269662921348	2	5	7	6	0.777777777777778	0.545454545454545
232	232	synaptotagmin; synaptic vesicle; exocytosis; snap; trans golgi network	<table><tr><td>Micro-level field:</td><td>232</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; molecular biology of the cell; traffic; journal of cell science; proceedings of the national academy of sciences of the united states of america</td></tr><tr><td>Terms:</td><td>synaptotagmin; synaptic vesicle; exocytosis; snap; trans golgi network</td></tr></table>	-0.7734	-0.2038	2	21268	2009.8149	208	447	1444	1055	0.87409200968523	0.702396804260985	10	11	28	154	123	0.933333333333333	0.814569536423841	0	2	6	0	1	0
233	233	growth; heat treatment; variation; wood property; particleboard	<table><tr><td>Micro-level field:</td><td>233</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources:</td><td>bioresources; european journal of wood and wood products; holzforschung; forest products journal; wood science and technology</td></tr><tr><td>Terms:</td><td>growth; heat treatment; variation; wood property; particleboard</td></tr></table>	0.3452	-0.3491	3	21266	2011.7298	275	869	378	410	0.578866768759571	0.320562939796716	10	30	56	23	27	0.433962264150943	0.325301204819277	0	0	0	1	0	1
234	234	regional innovation system; global production network; creative industry; cluster; industrial district	<table><tr><td>Micro-level field:</td><td>234</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>european planning studies; regional studies; urban studies; environment and planning a-economy and space; international journal of urban and regional research</td></tr><tr><td>Terms:</td><td>regional innovation system; global production network; creative industry; cluster; industrial district</td></tr></table>	-0.126	0.8143	1	21264	2011.5554	95	292	519	511	0.845276872964169	0.636363636363636	10	6	15	55	44	0.901639344262295	0.745762711864407	0	0	10	9	1	1
235	235	li3v2; lifepo4 c; lifepo4 c cathode material; limn2o4; lithium iron phosphate	<table><tr><td>Micro-level field:</td><td>235</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of power sources; electrochimica acta; journal of the electrochemical society; solid state ionics; journal of alloys and compounds</td></tr><tr><td>Terms:</td><td>li3v2; lifepo4 c; lifepo4 c cathode material; limn2o4; lithium iron phosphate</td></tr></table>	0.6316	-0.5565	3	21236	2012.6014	1135	2321	448	768	0.283006948831333	0.248624150210424	10	159	282	163	197	0.506211180124224	0.411273486430063	9	28	26	36	0.742857142857143	0.5625
236	236	pzt thin film; lead zirconate titanate thin film; bismuth titanate; ferroelectric thin film	<table><tr><td>Micro-level field:</td><td>236</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>applied physics letters; integrated ferroelectrics; journal of applied physics; ferroelectrics; japanese journal of applied physics</td></tr><tr><td>Terms:</td><td>pzt thin film; lead zirconate titanate thin film; bismuth titanate; ferroelectric thin film</td></tr></table>	0.78	-0.5482	3	21215	2007.9252	732	555	444	269	0.377551020408163	0.326456310679612	10	18	11	32	21	0.64	0.65625	1	0	4	1	0.8	1
237	237	power system stabilizer; upfc; unified power flow controller; multimachine power system; inter area oscillation	<table><tr><td>Micro-level field:</td><td>237</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on power systems; ieee power and energy society general meeting pesgm; international journal of electrical power & energy systems; iet generation transmission & distribution; electric power systems research</td></tr><tr><td>Terms:</td><td>power system stabilizer; upfc; unified power flow controller; multimachine power system; inter area oscillation</td></tr></table>	0.836	0.2507	5	21198	2011.8456	186	682	165	490	0.47008547008547	0.418088737201365	10	12	64	35	53	0.74468085106383	0.452991452991453	0	5	5	3	1	0.375
238	238	statistical machine translation; clef; comparable corpora; word sense disambiguation; question answering	<table><tr><td>Micro-level field:</td><td>238</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; lrec 2014 - ninth international conference on language resources and evaluation; 57th annual meeting of the association for computational linguistics (acl 2019); communications in computer and information science; lrec 2016 - tenth international conference on language resources and evaluation</td></tr><tr><td>Terms:</td><td>statistical machine translation; clef; comparable corpora; word sense disambiguation; question answering</td></tr></table>	0.5133	0.6275	5	21115	2013.6961	67	519	100	190	0.598802395209581	0.267983074753174	10	0	25	10	17	1	0.404761904761905	0	3	3	3	1	0.5
239	239	microcystin; rotifera; cylindrospermopsin; cyanotoxin; monogononta	<table><tr><td>Micro-level field:</td><td>239</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>hydrobiologia; freshwater biology; international association of theoretical and applied limnology proceedings; limnology and oceanography; toxicon</td></tr><tr><td>Terms:</td><td>microcystin; rotifera; cylindrospermopsin; cyanotoxin; monogononta</td></tr></table>	-0.1273	-0.1718	4	21059	2011.4207	527	1067	494	817	0.483839373163565	0.433651804670913	10	58	91	78	116	0.573529411764706	0.560386473429952	11	8	10	12	0.476190476190476	0.6
240	240	critical growth; ground state solution; quasilinear schrodinger equation; semilinear elliptic equation; kirchhoff type problem	<table><tr><td>Micro-level field:</td><td>240</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>nonlinear analysis-theory methods & applications; journal of mathematical analysis and applications; journal of differential equations; electronic journal of differential equations; calculus of variations and partial differential equations</td></tr><tr><td>Terms:</td><td>critical growth; ground state solution; quasilinear schrodinger equation; semilinear elliptic equation; kirchhoff type problem</td></tr></table>	1.1252	0.1747	5	21038	2012.4156	937	1712	368	511	0.281992337164751	0.229869545659019	10	156	273	69	103	0.306666666666667	0.273936170212766	24	39	15	10	0.384615384615385	0.204081632653061
241	241	granulocytic sarcoma; azacitidine; juvenile myelomonocytic leukemia; lower risk myelodysplastic syndrome; gemtuzumab ozogamicin	<table><tr><td>Micro-level field:</td><td>241</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>blood; leukemia; leukemia research; leukemia & lymphoma; british journal of haematology</td></tr><tr><td>Terms:</td><td>granulocytic sarcoma; azacitidine; juvenile myelomonocytic leukemia; lower risk myelodysplastic syndrome; gemtuzumab ozogamicin</td></tr></table>	-0.8916	-0.2225	2	21031	2011.7032	166	575	1033	1519	0.861551292743953	0.725405921680993	10	6	24	176	287	0.967032967032967	0.922829581993569	2	2	38	50	0.95	0.961538461538461
242	242	prop; benzofuran; bromo; catena poly; phenanthroline kappa n	<table><tr><td>Micro-level field:</td><td>242</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>acta crystallographica section e-crystallographic communications; acta crystallographica section e-structure reports online; acta crystallographica section c-structural chemistry; zeitschrift fur kristallographie-new crystal structures; journal of chemical crystallography</td></tr><tr><td>Terms:</td><td>prop; benzofuran; bromo; catena poly; phenanthroline kappa n</td></tr></table>	0.2357	-0.6791	3	21015	2007.9202	1833	48	361	21	0.164539653600729	0.304347826086957	10	4	0	2	0	0.333333333333333	0	0	0	0	0	0	0
243	243	mads box gene; microgravity; auxin transport; endoreduplication; auxin response factor	<table><tr><td>Micro-level field:</td><td>243</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>plant physiology; plant journal; journal of experimental botany; plant cell; frontiers in plant science</td></tr><tr><td>Terms:</td><td>mads box gene; microgravity; auxin transport; endoreduplication; auxin response factor</td></tr></table>	-0.3594	-0.3161	4	21009	2011.6987	585	1695	728	774	0.554455445544555	0.313487241798299	10	96	205	194	150	0.668965517241379	0.422535211267606	3	13	17	15	0.85	0.535714285714286
244	244	hydroxymethylcytosine; dna methylation; promoter hypermethylation; rassf1a; line	<table><tr><td>Micro-level field:</td><td>244</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>plos one; epigenetics; clinical epigenetics; nucleic acids research; cancer research</td></tr><tr><td>Terms:</td><td>hydroxymethylcytosine; dna methylation; promoter hypermethylation; rassf1a; line</td></tr></table>	-0.8296	-0.1827	2	20959	2013.0558	426	1365	1298	1658	0.752900232018562	0.548461792920939	10	47	123	399	354	0.894618834080718	0.742138364779874	8	8	85	37	0.913978494623656	0.822222222222222
245	245	irritable bowel syndrome; functional dyspepsia; functional gastrointestinal disorder; ibs; dyspepsia	<table><tr><td>Micro-level field:</td><td>245</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>neurogastroenterology and motility; american journal of gastroenterology; alimentary pharmacology & therapeutics; diseases of the colon & rectum; digestive diseases and sciences</td></tr><tr><td>Terms:</td><td>irritable bowel syndrome; functional dyspepsia; functional gastrointestinal disorder; ibs; dyspepsia</td></tr></table>	-0.9085	-0.0553	2	20955	2010.8346	183	526	852	999	0.823188405797101	0.655081967213115	10	12	29	112	124	0.903225806451613	0.810457516339869	1	0	6	7	0.857142857142857	1
246	246	polypharmacy; inappropriate medication; older adult; pharmaceutical care; older person	<table><tr><td>Micro-level field:</td><td>246</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>american journal of health-system pharmacy; american journal of pharmaceutical education; international journal of clinical pharmacy; journal of the american pharmacists association; research in social & administrative pharmacy</td></tr><tr><td>Terms:</td><td>polypharmacy; inappropriate medication; older adult; pharmaceutical care; older person</td></tr></table>	-0.6508	0.3962	2	20945	2012.4238	22	77	1013	1280	0.978743961352657	0.943257184966839	10	2	4	89	96	0.978021978021978	0.96	0	0	10	10	1	1
247	247	caregiver burden; family caregiver; informal care; dementia care; carer	<table><tr><td>Micro-level field:</td><td>247</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>gerontologist; aging & mental health; dementia-international journal of social research and practice; ageing & society; international psychogeriatrics</td></tr><tr><td>Terms:</td><td>caregiver burden; family caregiver; informal care; dementia care; carer</td></tr></table>	-0.5461	0.528	1	20914	2012.3614	70	254	1047	1331	0.937332139659803	0.839747634069401	10	8	26	111	93	0.932773109243698	0.781512605042017	1	6	8	4	0.888888888888889	0.4
248	248	alcohol expectancy; alcohol advertising; college student; attentional bias; adolescent alcohol use	<table><tr><td>Micro-level field:</td><td>248</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>addictive behaviors; addiction; alcoholism-clinical and experimental research; journal of studies on alcohol and drugs; substance use & misuse</td></tr><tr><td>Terms:</td><td>alcohol expectancy; alcohol advertising; college student; attentional bias; adolescent alcohol use</td></tr></table>	-0.5235	0.5095	2	20906	2011.7232	45	98	1550	1787	0.971786833855799	0.948010610079575	10	3	10	184	123	0.983957219251337	0.924812030075188	0	4	13	16	1	0.8
249	249	corporate social responsibility; csr; sustainability; financial performance; iso	<table><tr><td>Micro-level field:</td><td>249</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>journal of business ethics; journal of cleaner production; sustainability; corporate social responsibility and environmental management; business strategy and the environment</td></tr><tr><td>Terms:</td><td>corporate social responsibility; csr; sustainability; financial performance; iso</td></tr></table>	0.0217	0.7403	1	20902	2014.5424	116	899	627	956	0.843876177658143	0.515363881401617	10	48	200	238	232	0.832167832167832	0.537037037037037	12	35	56	28	0.823529411764706	0.444444444444444
250	250	endocannabinoid; cannabinoid receptor; cannabidiol; anandamide; fatty acid	<table><tr><td>Micro-level field:</td><td>250</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>british journal of pharmacology; drug and alcohol dependence; european journal of pharmacology; psychopharmacology; neuropharmacology</td></tr><tr><td>Terms:</td><td>endocannabinoid; cannabinoid receptor; cannabidiol; anandamide; fatty acid</td></tr></table>	-0.739	-0.0106	2	20882	2012.4734	92	226	1141	1914	0.925385239253852	0.894392523364486	10	7	24	208	440	0.967441860465116	0.948275862068965	2	4	24	55	0.923076923076923	0.932203389830508
251	251	sba; mcm; mesoporous silica	<table><tr><td>Micro-level field:</td><td>251</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>microporous and mesoporous materials; studies in surface science and catalysis; chemistry of materials; journal of materials chemistry; chemical communications</td></tr><tr><td>Terms:</td><td>sba; mcm; mesoporous silica</td></tr></table>	0.4498	-0.5513	3	20874	2010.2418	1322	840	388	219	0.226900584795322	0.206798866855524	10	130	75	72	16	0.356435643564356	0.175824175824176	17	3	9	2	0.346153846153846	0.4
